vid_name,CALM,SAD,HAPPY,ANGRY,SURPRISED,CONFUSED,DISGUSTED,FEAR
IMG_9704,45.32963180541992,14.501375198364258,1.1423118114471436,3.749920129776001,3.3409788608551025,12.034928321838379,6.305709362030029,13.595147132873535
IMG_9704,27.481483459472656,6.6234002113342285,1.6464346647262573,3.508484363555908,6.820196151733398,28.81019401550293,4.23410177230835,20.875709533691406
IMG_9704,82.5495834350586,3.3177778720855713,1.324028730392456,1.8423316478729248,1.514868140220642,4.003061294555664,3.5371315479278564,1.91121244430542
IMG_9704,69.8202896118164,7.528300762176514,0.8875117897987366,1.078076958656311,0.22692137956619263,2.4733986854553223,13.512619972229004,4.472870826721191
IMG_9704,96.81739807128906,0.733942985534668,0.1359129697084427,0.32388052344322205,0.18666233122348785,0.8670734167098999,0.7613542079925537,0.17378394305706024
IMG_9704,62.82209777832031,1.6797486543655396,1.3921802043914795,4.968655586242676,9.885932922363281,8.584330558776855,5.050664901733398,5.616400718688965
IMG_9704,47.564308166503906,1.2606219053268433,1.9007395505905151,2.873542070388794,15.088285446166992,20.095897674560547,4.621955871582031,6.594645023345947
IMG_9704,79.50631713867188,2.485818386077881,1.8601648807525635,3.345609426498413,2.7731082439422607,3.9248318672180176,3.439516544342041,2.664640188217163
IMG_9704,83.63044738769531,1.1840038299560547,1.454969048500061,1.5578227043151855,2.8873918056488037,5.056038856506348,2.6565887928009033,1.5727406740188599
IMG_9704,16.01578140258789,1.146233081817627,2.799531936645508,4.003571033477783,57.306766510009766,11.146805763244629,3.0152907371520996,4.566014289855957
IMG_9704,42.65266036987305,1.8172115087509155,1.9012393951416016,13.112998008728027,18.678424835205078,12.410346984863281,5.12434720993042,4.302773475646973
IMG_9704,25.495784759521484,1.249302864074707,1.8624190092086792,4.348620414733887,28.47947120666504,7.922102451324463,6.306758403778076,24.33554458618164
IMG_9704,52.901023864746094,1.3826955556869507,1.4302674531936646,5.143902778625488,20.44066619873047,8.983818054199219,4.287716388702393,5.429915904998779
IMG_9704,1.6284068822860718,0.21396027505397797,0.2670991122722626,0.8876146078109741,29.6236515045166,3.4236650466918945,2.6420607566833496,61.31354522705078
IMG_9704,1.3630907535552979,0.31534332036972046,0.41000187397003174,1.4617040157318115,18.27237892150879,7.189597129821777,2.259323835372925,68.72856903076172
IMG_9704,14.81484317779541,2.5193004608154297,2.0799736976623535,5.234112739562988,12.39950180053711,13.530143737792969,9.221378326416016,40.20074462890625
IMG_9704,13.792495727539062,0.9855002164840698,0.5673450231552124,3.6130778789520264,37.299381256103516,16.124000549316406,3.00152850151062,24.616674423217773
IMG_9704,24.98454475402832,6.565202236175537,1.4450620412826538,5.877549171447754,6.231484413146973,13.765292167663574,7.996240139007568,33.1346321105957
IMG_9704,27.970611572265625,1.0180706977844238,0.7325192093849182,3.7080447673797607,39.065460205078125,12.984347343444824,3.8147389888763428,10.706208229064941
IMG_9704,49.9769401550293,0.845235288143158,0.40719014406204224,2.551839590072632,12.501041412353516,30.4697208404541,1.99189293384552,1.2561416625976562
IMG_9704,46.625240325927734,1.6922049522399902,0.5082190632820129,5.131495475769043,18.037033081054688,18.2414608001709,4.966798782348633,4.797549724578857
IMG_9704,77.86236572265625,2.268517017364502,0.45866015553474426,2.357910633087158,4.628243446350098,7.45700740814209,2.404244899749756,2.5630502700805664
IMG_9704,85.37644958496094,1.2582696676254272,0.5199795961380005,2.284048080444336,3.0725772380828857,3.6092936992645264,3.2359468936920166,0.6434354782104492
IMG_9704,64.56526184082031,2.4792306423187256,1.1266518831253052,12.099721908569336,7.0963239669799805,8.33466911315918,2.9556338787078857,1.3425074815750122
IMG_9704,77.59208679199219,2.040902614593506,0.5713310241699219,4.249354362487793,5.71714448928833,6.329802989959717,2.608034133911133,0.8913453817367554
IMG_9704,77.45256042480469,2.997558355331421,0.9079545736312866,6.749173164367676,3.684896945953369,5.182419300079346,1.6711403131484985,1.3542914390563965
IMG_9704,11.917247772216797,0.4070076644420624,45.16032409667969,6.417437553405762,29.80124282836914,2.617354393005371,1.6963441371917725,1.983039140701294
IMG_9704,55.609195709228516,1.9960668087005615,1.4397588968276978,3.8568525314331055,16.273273468017578,10.971192359924316,4.986114025115967,4.867550849914551
IMG_9704,65.51959991455078,1.2563873529434204,1.3184036016464233,3.164929151535034,14.043413162231445,7.24629545211792,4.533751010894775,2.9172203540802
IMG_9704,61.16889572143555,1.1477689743041992,2.5597167015075684,4.367579936981201,16.481449127197266,8.499785423278809,3.2341856956481934,2.5406241416931152
IMG_9704,74.32718658447266,1.122601866722107,1.900503396987915,5.844523906707764,7.84522819519043,5.930906295776367,1.749497652053833,1.2795603275299072
IMG_9704,25.10410499572754,4.265239238739014,2.332516670227051,20.781251907348633,9.581138610839844,12.329232215881348,19.224407196044922,6.382115840911865
IMG_9704,34.53816223144531,4.617569923400879,0.7879777550697327,18.234725952148438,2.755542516708374,22.205015182495117,14.446435928344727,2.4145734310150146
IMG_9704,90.16021728515625,1.7630349397659302,0.21890340745449066,1.3230713605880737,0.9473684430122375,3.4665656089782715,1.7621424198150635,0.3587053716182709
IMG_9704,72.58120727539062,2.062821865081787,0.69398033618927,3.585886240005493,5.521575927734375,9.408713340759277,4.284128189086914,1.8616890907287598
IMG_9704,66.75525665283203,3.4434330463409424,13.663138389587402,3.2215170860290527,3.0653364658355713,5.230868816375732,2.5329291820526123,2.0875301361083984
IMG_9704,82.88978576660156,1.6623613834381104,0.5484139919281006,2.7977356910705566,2.563664436340332,5.037529945373535,3.1379234790802,1.3625884056091309
IMG_9704,33.95052719116211,21.059860229492188,3.7994351387023926,9.68842601776123,1.2974069118499756,8.839402198791504,9.586143493652344,11.778792381286621
IMG_9704,78.86209106445312,2.005431890487671,0.9826158285140991,9.701045036315918,0.9665752649307251,3.82955002784729,2.825897693634033,0.8267872333526611
IMG_9704,92.69575500488281,0.9310661554336548,0.1133158802986145,2.4588260650634766,0.814604640007019,1.8610360622406006,0.8530558943748474,0.27234235405921936
IMG_9704,69.98169708251953,1.2064809799194336,0.7002295255661011,3.726530075073242,10.06127643585205,9.8004150390625,2.4851276874542236,2.0382423400878906
IMG_9704,54.23265075683594,2.7814276218414307,1.2536360025405884,9.206912994384766,8.697110176086426,11.271501541137695,9.359613418579102,3.1971518993377686
IMG_9704,68.83406829833984,1.7079353332519531,0.6553648114204407,4.590163230895996,6.783716201782227,13.25561237335205,3.175626754760742,0.9975152015686035
IMG_9704,83.55657958984375,1.3565527200698853,0.6522334814071655,2.214735269546509,1.9046783447265625,5.07992696762085,4.55641508102417,0.6788707375526428
IMG_9704,48.429046630859375,1.4348347187042236,1.9953513145446777,5.492941856384277,18.535295486450195,13.113329887390137,5.5703253746032715,5.428868293762207
IMG_9704,66.386474609375,1.5567960739135742,1.7918295860290527,3.383983612060547,10.195777893066406,9.119863510131836,3.742854595184326,3.8224265575408936
IMG_9704,49.932029724121094,1.2813483476638794,2.0346479415893555,3.157522439956665,15.265016555786133,19.228099822998047,6.163745403289795,2.9375901222229004
IMG_9704,75.44649505615234,1.2886353731155396,0.37444886565208435,2.430600166320801,6.469619274139404,8.633769035339355,3.6131794452667236,1.7432607412338257
IMG_9704,74.90645599365234,1.3691376447677612,0.4253568947315216,8.432191848754883,5.712531089782715,4.923398971557617,3.2206382751464844,1.010283350944519
